Student_ID,Gender,Age,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Assignments_Completed,Previous_Exam_Score,Internet_Access,Family_Income_Level,Final_Exam_Score,Total_Score,Study_Efficiency
377,Female,20,6,8,94,6,75,Yes,Medium,94.2,169.2,15.700000000000001
378,Male,21,2,4,65,9,80,Yes,Low,69.5,149.5,34.75
379,Female,21,2,8,64,0,66,Yes,Medium,62.6,128.6,31.3
380,Male,17,5,7,81,5,85,No,Low,73.3,158.3,14.66
381,Female,18,4,8,82,6,41,Yes,High,55.0,96.0,13.75
382,Female,21,2,6,84,8,64,Yes,Medium,51.8,115.8,25.9
383,Female,20,3,6,93,7,48,No,Medium,52.1,100.1,17.366666666666667
384,Male,19,7,8,85,5,92,No,Low,93.3,185.3,13.328571428571427
385,Male,20,8,6,64,2,66,No,Low,85.6,151.6,10.7
386,Female,18,6,7,85,7,40,Yes,Medium,71.5,111.5,11.916666666666666
387,Male,20,5,5,79,6,62,Yes,Low,80.5,142.5,16.1
388,Male,17,1,6,65,2,49,Yes,Medium,50.1,99.1,50.1
389,Male,18,8,6,65,8,81,Yes,Low,82.9,163.9,10.3625
390,Male,19,3,8,77,1,91,No,High,70.5,161.5,23.5
391,Male,17,6,7,63,2,64,Yes,Low,70.5,134.5,11.75
392,Male,18,3,5,76,1,93,Yes,High,74.0,167.0,24.666666666666668
393,Female,19,7,8,73,0,42,No,Low,65.7,107.7,9.385714285714286
394,Female,17,7,8,73,3,45,No,Low,75.9,120.9,10.842857142857143
395,Male,17,9,7,72,4,45,No,Medium,76.6,121.6,8.511111111111111
396,Female,18,5,5,66,5,92,Yes,Low,81.6,173.6,16.32
397,Female,21,8,7,74,4,41,Yes,Low,79.6,120.6,9.95
398,Female,17,8,5,78,0,57,Yes,High,79.2,136.2,9.9
399,Female,17,1,7,94,2,62,Yes,Low,63.0,125.0,63.0
400,Male,19,5,8,76,0,41,Yes,Medium,73.2,114.2,14.64
401,Female,20,3,8,94,4,51,No,High,70.6,121.6,23.53333333333333
402,Female,18,1,4,78,4,61,No,Medium,45.8,106.8,45.8
403,Male,18,4,6,79,5,76,Yes,Medium,69.1,145.1,17.275
404,Male,21,8,7,95,7,59,Yes,Medium,96.1,155.1,12.0125
405,Female,21,3,4,94,9,78,Yes,Medium,64.4,142.4,21.46666666666667
406,Female,18,2,6,91,0,63,Yes,High,54.5,117.5,27.25
407,Female,21,9,7,99,3,87,Yes,Low,103.5,190.5,11.5
408,Female,19,5,5,83,9,59,No,Medium,79.5,138.5,15.9
409,Female,18,7,6,76,0,40,No,High,76.8,116.8,10.971428571428572
410,Female,21,2,8,66,8,40,No,Medium,43.8,83.8,21.9
411,Male,18,9,4,60,6,56,Yes,Low,77.4,133.4,8.600000000000001
412,Female,20,9,6,94,6,40,Yes,High,91.2,131.2,10.133333333333333
413,Female,17,4,6,91,4,92,No,High,76.1,168.1,19.025
414,Male,18,4,8,95,6,91,No,Low,84.9,175.9,21.225
415,Male,17,6,7,72,1,84,Yes,High,76.2,160.2,12.700000000000001
416,Male,21,6,5,65,3,69,No,Low,81.1,150.1,13.516666666666666
417,Male,17,1,8,73,6,80,No,High,60.9,140.9,60.9
418,Female,18,9,5,96,2,86,Yes,High,116.2,202.2,12.911111111111111
419,Female,20,2,7,74,1,42,No,Low,54.0,96.0,27.0
420,Female,21,5,6,63,9,85,No,Low,84.9,169.9,16.98
421,Female,18,9,5,99,1,94,No,High,108.3,202.3,12.033333333333333
422,Female,21,4,4,75,0,50,Yes,High,64.5,114.5,16.125
423,Female,19,3,4,87,4,63,No,Low,59.3,122.3,19.766666666666666
424,Male,17,7,8,75,5,61,No,Low,79.9,140.9,11.414285714285715
425,Female,19,6,7,63,5,83,No,High,81.1,164.1,13.516666666666666
426,Male,18,8,8,85,8,84,Yes,High,97.1,181.1,12.1375
427,Male,20,3,8,87,3,65,Yes,High,63.1,128.1,21.033333333333335
428,Female,21,5,8,91,0,52,No,Low,77.1,129.1,15.419999999999998
429,Male,17,4,4,61,5,40,Yes,High,51.3,91.3,12.825
430,Female,21,4,4,90,4,63,No,Medium,80.2,143.2,20.05
431,Male,18,4,8,62,9,49,Yes,Low,58.2,107.2,14.55
432,Female,21,8,4,67,5,74,Yes,High,83.7,157.7,10.4625
433,Male,17,6,7,83,2,63,No,Low,71.1,134.1,11.85
434,Female,18,3,8,74,1,67,No,Medium,63.0,130.0,21.0
435,Female,21,5,4,90,5,75,No,Low,87.0,162.0,17.4
436,Female,20,6,5,68,0,55,Yes,High,74.4,129.4,12.4
437,Female,18,5,8,98,6,79,No,Medium,83.0,162.0,16.6
438,Female,18,6,8,61,6,55,Yes,Medium,68.3,123.3,11.383333333333333
439,Male,20,8,7,67,9,56,Yes,High,82.5,138.5,10.3125
440,Male,19,7,6,66,6,90,No,High,90.8,180.8,12.971428571428572
441,Male,17,5,6,98,9,93,Yes,High,96.6,189.6,19.32
442,Female,19,6,7,75,0,54,No,Low,73.1,127.1,12.183333333333332
443,Male,21,4,7,94,3,55,Yes,Low,71.2,126.2,17.8
444,Female,20,9,7,89,6,54,No,Low,88.3,142.3,9.81111111111111
445,Female,19,4,6,69,8,73,Yes,High,70.9,143.9,17.725
446,Male,18,1,7,97,4,50,Yes,High,53.1,103.1,53.1
447,Male,21,7,4,77,1,40,No,Low,81.1,121.1,11.585714285714285
448,Female,21,7,8,64,6,54,Yes,Medium,82.8,136.8,11.828571428571427
449,Male,19,4,8,88,9,65,No,Low,65.4,130.4,16.35
450,Female,19,3,5,98,0,90,Yes,Medium,78.4,168.4,26.133333333333336
451,Female,20,8,5,93,6,43,Yes,High,81.1,124.1,10.1375
452,Female,17,5,8,82,5,82,Yes,High,89.4,171.4,17.880000000000003
453,Female,19,7,4,64,6,44,No,Low,68.8,112.8,9.828571428571427
454,Female,19,4,6,89,9,74,No,Low,76.3,150.3,19.075
455,Male,18,4,6,65,2,52,No,High,56.3,108.3,14.075
456,Male,21,8,4,63,2,49,No,Low,76.5,125.5,9.5625
457,Female,17,8,6,88,6,50,No,High,83.4,133.4,10.425
458,Female,18,2,7,82,1,57,Yes,High,49.4,106.4,24.7
459,Male,20,2,8,65,0,73,Yes,Medium,64.7,137.7,32.35
460,Male,20,3,8,91,8,78,No,Low,64.5,142.5,21.5
461,Female,19,3,4,77,8,80,Yes,High,74.1,154.1,24.7
462,Male,19,1,6,74,6,81,Yes,Low,62.6,143.6,62.6
463,Female,20,3,5,99,6,89,Yes,Medium,87.3,176.3,29.099999999999998
464,Male,19,6,5,91,2,62,Yes,Medium,87.1,149.1,14.516666666666666
465,Female,17,8,6,68,9,46,No,Low,87.8,133.8,10.975
466,Male,19,6,5,96,1,78,Yes,Low,83.0,161.0,13.833333333333334
467,Female,21,5,4,69,6,42,No,High,71.5,113.5,14.3
468,Male,19,4,4,79,8,51,No,Medium,59.1,110.1,14.775
469,Male,18,3,6,65,0,46,Yes,Medium,47.9,93.9,15.966666666666667
470,Female,17,4,5,62,3,88,No,Medium,73.8,161.8,18.45
471,Male,18,7,4,70,5,65,Yes,Low,88.0,153.0,12.571428571428571
472,Female,18,1,4,76,6,72,Yes,High,48.6,120.6,48.6
473,Male,21,7,7,91,9,76,Yes,Low,94.7,170.7,13.528571428571428
474,Female,17,1,7,63,6,87,No,Low,50.7,137.7,50.7
475,Male,17,2,4,63,9,54,No,Low,55.5,109.5,27.75
476,Female,17,4,6,76,1,41,No,High,63.2,104.2,15.8
477,Male,17,1,8,78,3,80,Yes,Low,60.4,140.4,60.4
478,Female,17,9,8,64,4,46,Yes,Medium,89.6,135.6,9.955555555555556
479,Male,21,6,4,91,0,71,Yes,Medium,89.7,160.7,14.950000000000001
480,Female,19,1,4,81,0,43,No,Medium,40.5,83.5,40.5
481,Female,18,1,4,65,9,59,Yes,High,53.1,112.1,53.1
482,Female,17,6,6,94,2,89,Yes,Low,98.8,187.8,16.466666666666665
483,Male,19,4,7,81,9,92,No,High,87.1,179.1,21.775
484,Female,19,4,4,60,2,75,No,Low,66.0,141.0,16.5
485,Male,18,6,4,79,7,71,No,Medium,74.1,145.1,12.35
486,Female,21,7,5,81,8,67,Yes,Low,95.1,162.1,13.585714285714285
487,Male,20,9,6,70,0,52,Yes,Low,88.8,140.8,9.866666666666667
488,Female,20,5,4,72,1,40,Yes,Low,54.6,94.6,10.92
489,Male,19,9,5,62,9,74,No,High,89.2,163.2,9.911111111111111
490,Male,18,4,8,68,1,87,No,Low,70.2,157.2,17.55
491,Female,20,2,4,71,3,69,No,Low,56.9,125.9,28.45
492,Male,19,3,4,82,1,93,No,Low,77.8,170.8,25.933333333333334
493,Male,21,1,5,73,6,75,Yes,High,60.9,135.9,60.9
494,Female,20,6,6,92,8,94,Yes,High,104.2,198.2,17.366666666666667
495,Male,19,6,4,77,6,64,Yes,High,70.7,134.7,11.783333333333333
496,Male,19,1,8,68,5,55,Yes,Low,46.4,101.4,46.4
497,Male,17,3,4,82,9,58,Yes,Medium,52.8,110.8,17.599999999999998
498,Female,21,5,8,69,0,40,Yes,Medium,69.7,109.7,13.940000000000001
499,Male,17,3,7,78,9,44,Yes,Medium,64.0,108.0,21.333333333333332
500,Female,18,3,7,64,8,90,Yes,Low,72.2,162.2,24.066666666666666
501,Male,17,3,8,82,4,61,No,Medium,65.0,126.0,21.666666666666668
502,Male,17,5,6,89,4,63,No,Medium,66.9,129.9,13.38
503,Male,20,5,4,84,5,82,Yes,Medium,91.0,173.0,18.2
504,Female,19,4,4,87,8,84,No,Low,84.7,168.7,21.175
505,Male,21,1,7,93,7,91,Yes,Medium,73.3,164.3,73.3
506,Male,17,5,8,84,7,76,Yes,Medium,85.6,161.6,17.119999999999997
507,Female,21,5,4,69,7,92,No,Low,82.5,174.5,16.5
508,Male,17,4,4,73,0,75,Yes,High,66.9,141.9,16.725
509,Female,18,6,6,89,0,75,Yes,Medium,86.7,161.7,14.450000000000001
510,Female,17,4,5,84,7,43,Yes,High,54.4,97.4,13.6
511,Male,20,7,7,73,4,75,Yes,Medium,90.9,165.9,12.985714285714286
512,Female,19,7,7,94,8,91,Yes,Low,89.6,180.6,12.799999999999999
513,Male,18,2,5,93,1,92,Yes,High,70.7,162.7,35.35
514,Female,17,3,4,69,8,57,Yes,High,48.5,105.5,16.166666666666668
515,Female,21,1,6,94,7,89,No,High,74.8,163.8,74.8
516,Male,18,8,6,70,8,55,No,High,81.0,136.0,10.125
517,Female,18,9,7,70,3,80,Yes,Medium,100.0,180.0,11.11111111111111
518,Female,17,4,6,80,0,57,No,Medium,66.8,123.8,16.7
519,Female,18,6,5,80,0,61,Yes,High,87.4,148.4,14.566666666666668
520,Female,21,9,4,81,4,41,Yes,Medium,80.7,121.7,8.966666666666667
521,Female,18,6,5,66,1,60,Yes,High,63.8,123.8,10.633333333333333
522,Male,21,9,8,76,7,75,Yes,High,93.8,168.8,10.422222222222222
523,Female,17,4,7,61,9,83,No,Low,72.5,155.5,18.125
524,Male,19,8,6,71,4,78,No,High,101.5,179.5,12.6875
525,Female,18,9,8,77,4,86,No,Medium,110.5,196.5,12.277777777777779
526,Male,19,4,6,70,1,78,No,High,78.2,156.2,19.55
527,Male,21,5,4,75,6,68,Yes,Low,67.7,135.7,13.540000000000001
528,Female,18,8,4,77,7,93,No,Medium,92.3,185.3,11.5375
529,Female,20,6,4,94,9,65,Yes,Low,74.2,139.2,12.366666666666667
530,Female,19,7,6,85,0,60,Yes,Low,91.5,151.5,13.071428571428571
531,Male,18,3,8,75,1,56,No,High,63.9,119.9,21.3
532,Female,19,7,4,65,9,55,Yes,Low,73.5,128.5,10.5
533,Male,18,8,8,71,3,70,No,Low,79.3,149.3,9.9125
534,Male,17,6,6,72,4,90,No,Medium,96.6,186.6,16.099999999999998
535,Male,19,9,8,63,1,48,No,Low,86.1,134.1,9.566666666666666
536,Female,20,6,6,98,0,70,No,High,80.4,150.4,13.4
537,Female,20,9,6,61,8,53,No,High,78.5,131.5,8.722222222222221
538,Male,21,4,7,85,0,88,Yes,High,82.7,170.7,20.675
539,Male,18,8,6,86,3,76,No,Low,100.2,176.2,12.525
540,Female,19,4,6,86,1,41,No,Medium,57.2,98.2,14.3
541,Male,21,2,5,74,3,91,Yes,High,58.6,149.6,29.3
542,Female,19,9,4,67,7,87,No,Low,107.9,194.9,11.988888888888889
543,Male,18,5,7,66,7,85,No,High,80.8,165.8,16.16
544,Female,20,4,7,99,8,53,Yes,High,65.9,118.9,16.475
545,Male,17,2,7,71,4,72,Yes,Medium,64.1,136.1,32.05
546,Female,20,1,5,72,6,74,No,High,61.2,135.2,61.2
547,Male,21,7,6,76,2,78,Yes,Medium,94.0,172.0,13.428571428571429
548,Female,17,6,4,76,9,86,No,Low,86.2,172.2,14.366666666666667
549,Female,21,2,8,95,3,90,Yes,High,72.5,162.5,36.25
550,Male,18,8,6,80,9,59,No,Low,85.6,144.6,10.7
551,Male,17,4,5,67,8,41,No,Low,62.5,103.5,15.625
552,Female,21,8,6,64,9,90,No,Low,101.2,191.2,12.65
553,Male,18,7,6,85,9,80,Yes,High,98.5,178.5,14.071428571428571
554,Female,20,5,5,75,0,58,No,Medium,71.7,129.7,14.34
555,Male,18,8,7,95,1,76,Yes,High,100.9,176.9,12.6125
556,Female,19,9,7,87,4,57,No,Low,94.9,151.9,10.544444444444444
557,Female,18,5,4,88,2,55,No,Medium,76.4,131.4,15.280000000000001
558,Female,18,5,4,71,1,43,No,Low,62.5,105.5,12.5
559,Female,19,2,7,96,0,51,No,Medium,67.2,118.2,33.6
560,Female,21,5,8,89,9,68,No,High,69.9,137.9,13.98
561,Female,21,3,6,82,2,46,Yes,Medium,51.0,97.0,17.0
562,Male,18,7,8,75,0,53,Yes,High,86.7,139.7,12.385714285714286
563,Male,19,5,6,73,0,94,Yes,Low,80.5,174.5,16.1
564,Male,19,8,7,69,0,51,No,Medium,85.1,136.1,10.6375
565,Female,20,1,4,66,7,74,No,Low,58.4,132.4,58.4
566,Female,21,3,4,96,2,44,Yes,Medium,56.4,100.4,18.8
567,Female,17,3,8,88,0,56,No,High,55.8,111.8,18.599999999999998
568,Female,21,9,4,62,6,81,No,Medium,91.0,172.0,10.11111111111111
569,Male,21,5,7,74,9,71,No,Medium,80.6,151.6,16.119999999999997
570,Male,20,9,8,95,2,49,Yes,High,84.1,133.1,9.344444444444443
571,Female,17,9,6,78,7,82,Yes,High,97.2,179.2,10.8
572,Male,20,1,4,72,3,56,Yes,High,49.0,105.0,49.0
573,Male,17,2,5,80,3,44,Yes,Medium,47.6,91.6,23.8
574,Female,18,5,4,96,4,84,Yes,Low,80.4,164.4,16.080000000000002
575,Male,17,4,6,86,5,81,No,Medium,87.2,168.2,21.8
576,Female,20,9,8,88,6,48,No,Medium,86.6,134.6,9.622222222222222
577,Male,21,7,6,79,3,88,No,Low,86.9,174.9,12.414285714285715
578,Female,17,6,5,84,7,72,No,High,85.0,157.0,14.166666666666666
579,Female,17,7,7,65,5,75,Yes,Medium,78.5,153.5,11.214285714285714
580,Female,19,1,4,95,0,75,Yes,Low,71.5,146.5,71.5
581,Female,21,1,8,61,0,57,No,High,40.1,97.1,40.1
582,Male,18,8,7,81,8,48,Yes,High,91.5,139.5,11.4375
583,Female,20,2,6,91,9,68,No,Medium,56.5,124.5,28.25
584,Female,18,9,8,75,5,89,No,High,103.1,192.1,11.455555555555556
585,Female,21,7,7,77,9,53,No,High,75.3,128.3,10.757142857142856
586,Male,17,6,8,64,7,64,No,Low,80.8,144.8,13.466666666666667
587,Female,17,1,5,95,6,54,Yes,Low,53.1,107.1,53.1
588,Male,21,1,5,89,5,45,No,High,47.7,92.7,47.7
589,Female,17,2,4,78,3,81,Yes,Low,64.8,145.8,32.4
590,Male,17,6,4,82,6,68,No,High,83.8,151.8,13.966666666666667
591,Male,17,6,5,93,8,54,No,Medium,83.5,137.5,13.916666666666666
592,Female,20,2,8,72,9,68,No,Low,52.8,120.8,26.4
593,Male,20,1,5,88,9,43,No,High,40.6,83.6,40.6
594,Female,19,5,4,95,6,57,Yes,High,73.3,130.3,14.66
595,Female,18,5,5,81,0,89,No,Low,93.9,182.9,18.78
596,Female,21,2,5,95,9,88,Yes,Low,72.7,160.7,36.35
597,Male,21,6,8,68,8,83,No,Medium,85.6,168.6,14.266666666666666
598,Male,21,9,7,98,3,78,No,High,97.6,175.6,10.844444444444443
599,Female,19,2,4,78,2,55,No,Medium,52.4,107.4,26.2
600,Female,20,2,8,97,3,50,Yes,Medium,57.1,107.1,28.55
601,Male,19,3,5,65,3,53,No,Medium,56.7,109.7,18.900000000000002
602,Female,21,7,5,74,9,42,No,Low,74.0,116.0,10.571428571428571
603,Female,18,6,7,79,1,90,No,Medium,80.7,170.7,13.450000000000001
604,Female,17,8,4,68,0,89,No,Low,103.0,192.0,12.875
605,Male,20,8,4,91,9,81,No,Low,97.7,178.7,12.2125
606,Male,20,6,6,63,0,77,Yes,Medium,70.7,147.7,11.783333333333333
607,Male,19,3,4,77,7,84,Yes,Medium,62.7,146.7,20.900000000000002
608,Female,20,3,7,64,1,81,No,High,58.6,139.6,19.533333333333335
609,Female,21,1,6,79,9,57,No,Medium,56.5,113.5,56.5
610,Female,21,7,6,82,4,59,Yes,High,91.2,150.2,13.028571428571428
611,Male,19,5,5,70,3,87,No,Medium,73.8,160.8,14.76
612,Female,21,4,5,96,7,64,Yes,Medium,81.4,145.4,20.35
613,Female,18,4,4,81,1,77,No,Medium,84.1,161.1,21.025
614,Female,19,4,6,63,9,52,No,Medium,66.7,118.7,16.675
615,Female,18,6,5,88,8,43,Yes,High,72.6,115.6,12.1
616,Male,17,8,7,93,6,94,No,High,105.5,199.5,13.1875
617,Male,18,8,5,72,6,53,Yes,Medium,88.8,141.8,11.1
618,Female,17,5,5,68,0,72,Yes,Medium,83.2,155.2,16.64
619,Male,17,6,6,90,1,67,Yes,High,88.8,155.8,14.799999999999999
620,Male,18,4,6,66,3,91,No,Low,85.2,176.2,21.3
621,Female,19,9,8,63,3,76,Yes,Low,96.3,172.3,10.7
622,Female,21,8,7,78,2,47,Yes,Low,73.2,120.2,9.15
623,Male,21,1,6,89,6,83,No,High,55.9,138.9,55.9
624,Female,17,2,4,90,7,73,No,High,69.2,142.2,34.6
625,Male,17,9,7,94,1,83,No,Low,99.4,182.4,11.044444444444444
626,Female,19,8,7,80,3,44,No,Low,87.6,131.6,10.95
627,Male,20,3,6,90,2,93,No,Medium,81.2,174.2,27.066666666666666
628,Female,18,8,7,78,1,44,No,High,74.0,118.0,9.25
629,Male,17,1,6,90,5,70,Yes,High,52.0,122.0,52.0
630,Male,21,4,5,91,3,84,No,Low,81.9,165.9,20.475
631,Male,19,3,8,61,5,48,Yes,Low,49.5,97.5,16.5
632,Female,18,6,5,69,1,81,No,High,74.1,155.1,12.35
633,Male,19,7,6,61,3,71,Yes,Medium,76.7,147.7,10.957142857142857
634,Male,18,4,6,61,5,72,Yes,Low,66.1,138.1,16.525
635,Female,18,7,5,83,4,42,No,High,77.7,119.7,11.1
636,Female,17,9,4,76,2,69,No,High,94.4,163.4,10.488888888888889
637,Male,19,2,4,91,7,89,Yes,Medium,71.9,160.9,35.95
638,Male,19,3,4,75,6,51,No,Medium,49.9,100.9,16.633333333333333
639,Female,21,5,6,75,2,68,No,Low,83.7,151.7,16.740000000000002
640,Female,21,3,7,98,5,42,Yes,Low,60.2,102.2,20.066666666666666
641,Female,17,8,6,90,3,65,Yes,Low,91.0,156.0,11.375
642,Female,17,8,7,83,4,69,Yes,High,101.5,170.5,12.6875
643,Female,20,8,5,60,4,48,No,Low,85.2,133.2,10.65
644,Male,21,9,8,70,6,65,No,High,95.0,160.0,10.555555555555555
645,Female,18,4,7,80,4,41,No,Low,51.4,92.4,12.85
646,Male,19,5,4,63,2,42,No,Medium,54.7,96.7,10.940000000000001
647,Male,17,5,6,66,9,85,Yes,Medium,87.8,172.8,17.56
648,Male,19,8,5,85,4,43,No,High,79.7,122.7,9.9625
649,Female,19,7,4,71,6,64,Yes,Medium,77.9,141.9,11.12857142857143
650,Male,20,9,5,90,4,90,No,High,103.0,193.0,11.444444444444445
651,Male,21,8,8,76,4,52,No,High,83.6,135.6,10.45
652,Female,17,2,6,92,8,78,Yes,Medium,69.8,147.8,34.9
653,Male,19,4,6,70,2,83,No,High,81.2,164.2,20.3
654,Male,17,6,8,87,5,74,No,Medium,93.7,167.7,15.616666666666667
655,Female,18,2,6,91,0,94,Yes,Low,73.9,167.9,36.95
656,Male,20,7,7,60,9,62,No,Low,80.8,142.8,11.542857142857143
657,Male,18,3,5,87,4,48,Yes,Medium,52.3,100.3,17.433333333333334
658,Male,17,3,4,66,7,41,Yes,Medium,58.2,99.2,19.400000000000002
659,Female,17,2,8,61,4,93,Yes,Medium,69.5,162.5,34.75
660,Female,21,8,7,83,8,80,Yes,Medium,91.9,171.9,11.4875
661,Female,19,6,4,63,5,83,No,Low,81.1,164.1,13.516666666666666
662,Male,19,1,4,78,7,70,No,High,57.4,127.4,57.4
663,Male,18,1,8,85,9,83,No,High,59.7,142.7,59.7
664,Female,20,7,7,70,7,86,Yes,Low,96.4,182.4,13.771428571428572
665,Male,19,8,4,99,2,41,No,High,76.1,117.1,9.5125
666,Male,21,5,4,70,6,71,No,Low,81.4,152.4,16.28
667,Female,18,5,7,62,6,57,No,High,70.4,127.4,14.080000000000002
668,Female,18,4,6,71,9,52,No,Medium,70.1,122.1,17.525
669,Male,21,6,4,62,5,85,Yes,Medium,72.6,157.6,12.1
670,Male,20,6,5,86,6,44,Yes,Medium,67.4,111.4,11.233333333333334
671,Male,21,3,7,61,1,81,No,Low,69.7,150.7,23.233333333333334
672,Female,20,9,4,75,8,83,Yes,Low,92.7,175.7,10.3
673,Female,21,7,8,61,9,49,No,High,62.9,111.9,8.985714285714286
674,Female,21,1,5,89,9,82,No,High,61.5,143.5,61.5
675,Female,17,7,4,79,0,64,No,High,85.3,149.3,12.185714285714285
676,Male,18,5,5,97,0,73,Yes,Low,91.3,164.3,18.259999999999998
677,Female,21,5,5,87,2,76,No,High,82.5,158.5,16.5
678,Female,21,2,6,84,2,69,Yes,Medium,64.8,133.8,32.4
679,Female,19,4,5,91,0,46,Yes,High,55.7,101.7,13.925
680,Female,18,6,6,69,6,45,No,Medium,76.7,121.7,12.783333333333333
681,Female,19,7,7,99,3,93,Yes,Low,96.9,189.9,13.842857142857143
682,Male,18,5,6,92,9,94,Yes,Medium,87.2,181.2,17.44
683,Male,19,9,8,72,1,42,No,Medium,76.4,118.4,8.488888888888889
684,Female,21,3,4,96,9,52,Yes,Medium,58.6,110.6,19.533333333333335
685,Male,21,1,7,75,4,42,Yes,Low,40.3,82.3,40.3
686,Female,17,4,7,81,5,65,No,Low,63.3,128.3,15.825
687,Female,19,9,8,79,8,63,No,Low,102.9,165.9,11.433333333333334
688,Male,20,4,6,86,3,92,Yes,Low,75.6,167.6,18.9
689,Male,17,2,4,75,1,45,No,High,54.5,99.5,27.25
690,Female,19,5,6,93,4,82,No,Low,79.7,161.7,15.940000000000001
691,Female,19,3,5,91,2,88,Yes,Medium,75.5,163.5,25.166666666666668
692,Female,17,9,6,85,1,81,Yes,Low,93.9,174.9,10.433333333333334
693,Male,21,4,7,84,0,51,No,High,61.6,112.6,15.4
694,Female,19,6,4,61,9,88,Yes,High,89.5,177.5,14.916666666666666
695,Female,21,2,6,71,1,75,No,High,66.3,141.3,33.15
696,Female,17,6,4,99,5,41,No,Medium,82.1,123.1,13.683333333333332
697,Male,21,3,4,68,7,50,Yes,Low,64.4,114.4,21.46666666666667
698,Female,18,9,5,71,2,78,Yes,Low,88.5,166.5,9.833333333333334
699,Female,20,2,5,85,8,73,No,Low,64.7,137.7,32.35
700,Male,19,9,7,68,8,65,No,Medium,82.4,147.4,9.155555555555557
701,Female,20,5,8,69,1,57,No,Medium,58.5,115.5,11.7
702,Female,21,8,4,91,7,60,No,High,82.3,142.3,10.2875
703,Male,19,2,8,93,9,75,Yes,High,65.9,140.9,32.95
704,Female,21,6,7,79,4,79,No,Low,76.3,155.3,12.716666666666667
705,Male,18,3,4,98,3,91,Yes,Medium,84.8,175.8,28.266666666666666
706,Male,17,5,4,61,9,85,Yes,Medium,76.3,161.3,15.26
707,Female,19,8,8,60,4,83,No,Low,95.2,178.2,11.9
708,Female,18,1,6,95,3,61,Yes,Low,56.9,117.9,56.9
709,Female,18,5,5,83,7,92,Yes,High,92.7,184.7,18.54
710,Female,19,3,6,86,3,69,No,High,66.4,135.4,22.133333333333336
711,Male,21,4,8,61,9,89,Yes,High,80.9,169.9,20.225
712,Female,18,2,5,90,5,82,Yes,Low,62.8,144.8,31.4
713,Male,20,9,6,73,1,69,No,Low,92.5,161.5,10.277777777777779
714,Female,18,3,5,61,4,47,No,High,57.1,104.1,19.033333333333335
715,Female,21,2,4,88,5,73,No,High,58.6,131.6,29.3
716,Female,21,9,6,74,4,86,No,Medium,106.6,192.6,11.844444444444443
717,Male,20,7,5,71,1,48,No,Medium,83.5,131.5,11.928571428571429
718,Female,18,6,5,96,6,90,No,High,84.8,174.8,14.133333333333333
719,Female,21,1,5,87,3,59,No,High,49.7,108.7,49.7
720,Female,19,5,6,79,7,79,Yes,Medium,79.3,158.3,15.86
721,Female,17,3,7,98,6,64,Yes,High,75.0,139.0,25.0
722,Male,17,1,6,83,6,58,No,Medium,46.1,104.1,46.1
723,Female,17,4,8,80,8,44,Yes,Medium,63.6,107.6,15.9
724,Male,18,2,6,69,0,50,Yes,Medium,55.7,105.7,27.85
725,Male,20,2,5,73,9,54,No,Low,62.5,116.5,31.25
726,Male,21,3,4,96,5,47,Yes,Low,57.6,104.6,19.2
727,Male,19,8,6,77,5,58,No,High,86.3,144.3,10.7875
728,Male,19,8,6,83,5,62,Yes,Medium,81.7,143.7,10.2125
729,Male,18,7,5,73,5,66,No,Low,92.3,158.3,13.185714285714285
730,Female,17,6,4,93,9,79,Yes,High,88.5,167.5,14.75
731,Male,18,9,4,71,6,71,Yes,High,84.7,155.7,9.411111111111111
732,Male,20,4,8,81,9,65,Yes,High,79.3,144.3,19.825
733,Male,20,1,6,65,5,66,No,High,50.9,116.9,50.9
734,Female,21,8,4,95,0,58,Yes,High,92.7,150.7,11.5875
735,Female,21,7,4,95,2,89,Yes,Medium,102.1,191.1,14.585714285714285
736,Male,20,7,7,81,1,81,No,High,88.7,169.7,12.671428571428573
737,Female,20,3,7,73,5,68,No,Medium,64.1,132.1,21.366666666666664
738,Male,20,4,4,75,7,78,Yes,Low,66.7,144.7,16.675
739,Male,18,9,8,95,2,80,Yes,High,101.5,181.5,11.277777777777779
740,Female,20,6,4,84,9,72,Yes,Low,83.0,155.0,13.833333333333334
741,Male,19,5,5,91,7,58,Yes,Medium,83.5,141.5,16.7
742,Female,17,3,6,92,7,76,No,Medium,66.0,142.0,22.0
743,Female,20,9,8,95,4,58,Yes,Low,87.7,145.7,9.744444444444445
744,Male,17,5,5,79,7,72,Yes,High,84.5,156.5,16.9
745,Male,18,5,8,77,5,86,No,High,85.5,171.5,17.1
746,Female,17,4,5,97,4,55,Yes,Low,76.1,131.1,19.025
747,Male,18,4,6,62,8,62,Yes,Low,63.4,125.4,15.85
748,Male,19,1,6,82,6,46,Yes,Low,47.0,93.0,47.0
749,Male,18,7,7,91,7,65,No,High,94.3,159.3,13.471428571428572
750,Female,18,9,5,75,0,71,No,High,98.9,169.9,10.988888888888889
751,Female,21,3,7,64,1,51,Yes,High,47.6,98.6,15.866666666666667
752,Male,20,2,5,63,7,47,Yes,Low,55.7,102.7,27.85
753,Female,20,3,7,80,8,44,No,High,47.6,91.6,15.866666666666667
754,Female,19,1,6,99,3,81,Yes,Medium,63.1,144.1,63.1
755,Female,19,6,8,73,9,67,Yes,Low,76.7,143.7,12.783333333333333
