Student_ID,Gender,Age,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Assignments_Completed,Previous_Exam_Score,Internet_Access,Family_Income_Level,Final_Exam_Score,Study_Efficiency,Score_Improvement,Performance_Category
342,0,19,6,7,80,3,93,No,Medium,84.2,14.033333333333331,-8.799999999999997,1
343,1,21,5,8,93,0,76,No,High,84.3,16.86,8.299999999999997,1
344,0,17,2,6,90,3,61,No,Low,65.4,32.7,4.400000000000006,1
345,1,21,1,6,84,1,46,Yes,Low,45.6,45.6,-0.3999999999999986,0
346,1,19,8,4,71,4,62,No,High,82.1,10.2625,20.099999999999994,1
347,1,19,2,6,60,9,80,No,Medium,63.0,31.5,-17.0,1
348,0,17,7,5,81,8,79,Yes,High,98.9,14.12857142857143,19.90000000000001,2
349,0,20,9,4,99,9,68,Yes,Low,104.9,11.655555555555557,36.900000000000006,2
350,1,18,9,5,96,2,55,Yes,High,97.8,10.866666666666667,42.8,2
351,0,19,8,8,60,7,77,Yes,Medium,78.8,9.85,1.7999999999999972,1
352,1,19,9,7,60,2,67,No,Low,97.8,10.866666666666667,30.8,2
353,1,20,2,8,80,5,87,No,Medium,58.8,29.4,-28.200000000000003,0
354,0,20,6,7,74,3,77,No,High,76.0,12.666666666666666,-1.0,1
355,0,21,4,8,76,7,70,No,High,69.8,17.45,-0.2000000000000028,1
356,1,21,4,6,81,5,53,Yes,Medium,57.5,14.375,4.5,0
357,0,18,5,5,97,7,92,Yes,High,99.9,19.98,7.900000000000006,2
358,0,18,3,7,94,0,72,No,Medium,70.0,23.33333333333333,-2.0,1
359,1,17,1,4,75,5,48,No,High,38.7,38.7,-9.299999999999995,0
360,1,21,8,5,67,0,66,No,Medium,81.5,10.1875,15.5,1
361,0,19,5,4,76,0,63,No,Medium,68.0,13.6,5.0,1
362,1,21,3,5,76,7,52,Yes,Low,59.6,19.866666666666667,7.600000000000001,0
363,1,19,7,5,85,6,65,No,Low,76.5,10.928571428571429,11.5,1
364,0,20,7,8,72,2,68,Yes,Medium,88.8,12.685714285714283,20.8,2
365,1,21,1,7,76,5,90,Yes,High,57.8,57.8,-32.2,0
366,1,20,9,7,97,8,88,Yes,High,107.3,11.922222222222222,19.3,2
367,0,18,2,5,76,6,82,Yes,High,64.6,32.3,-17.400000000000006,1
368,0,18,5,6,73,2,67,No,Medium,75.7,15.14,8.700000000000003,1
369,1,17,5,6,65,5,67,No,Medium,75.3,15.06,8.299999999999997,1
370,1,21,8,4,94,3,47,No,Medium,88.0,11.0,41.0,2
371,0,20,8,4,73,2,62,No,Medium,80.7,10.0875,18.700000000000003,1
372,0,19,7,8,67,8,68,Yes,Low,76.3,10.9,8.299999999999997,1
373,0,18,7,5,74,9,44,Yes,Medium,81.8,11.685714285714283,37.8,1
374,0,18,6,4,86,1,81,Yes,High,89.2,14.866666666666667,8.200000000000003,2
375,1,19,6,4,72,0,46,No,Low,62.0,10.333333333333334,16.0,1
376,0,20,9,5,90,1,81,Yes,High,100.4,11.155555555555557,19.40000000000001,2
377,0,20,6,8,94,6,75,Yes,Medium,94.2,15.7,19.200000000000003,2
378,1,21,2,4,65,9,80,Yes,Low,69.5,34.75,-10.5,1
379,0,21,2,8,64,0,66,Yes,Medium,62.6,31.3,-3.3999999999999986,1
380,1,17,5,7,81,5,85,No,Low,73.3,14.66,-11.700000000000005,1
381,0,18,4,8,82,6,41,Yes,High,55.0,13.75,14.0,0
382,0,21,2,6,84,8,64,Yes,Medium,51.8,25.9,-12.200000000000005,0
383,0,20,3,6,93,7,48,No,Medium,52.1,17.366666666666667,4.100000000000001,0
384,1,19,7,8,85,5,92,No,Low,93.3,13.328571428571427,1.2999999999999972,2
385,1,20,8,6,64,2,66,No,Low,85.6,10.7,19.599999999999994,2
386,0,18,6,7,85,7,40,Yes,Medium,71.5,11.916666666666666,31.5,1
387,1,20,5,5,79,6,62,Yes,Low,80.5,16.1,18.5,1
388,1,17,1,6,65,2,49,Yes,Medium,50.1,50.1,1.1000000000000014,0
389,1,18,8,6,65,8,81,Yes,Low,82.9,10.3625,1.9000000000000057,1
390,1,19,3,8,77,1,91,No,High,70.5,23.5,-20.5,1
391,1,17,6,7,63,2,64,Yes,Low,70.5,11.75,6.5,1
392,1,18,3,5,76,1,93,Yes,High,74.0,24.666666666666668,-19.0,1
393,0,19,7,8,73,0,42,No,Low,65.7,9.385714285714286,23.700000000000003,1
394,0,17,7,8,73,3,45,No,Low,75.9,10.842857142857143,30.90000000000001,1
395,1,17,9,7,72,4,45,No,Medium,76.6,8.511111111111111,31.599999999999994,1
396,0,18,5,5,66,5,92,Yes,Low,81.6,16.32,-10.400000000000006,1
397,0,21,8,7,74,4,41,Yes,Low,79.6,9.95,38.6,1
398,0,17,8,5,78,0,57,Yes,High,79.2,9.9,22.200000000000003,1
399,0,17,1,7,94,2,62,Yes,Low,63.0,63.0,1.0,1
400,1,19,5,8,76,0,41,Yes,Medium,73.2,14.64,32.2,1
401,0,20,3,8,94,4,51,No,High,70.6,23.53333333333333,19.599999999999994,1
402,0,18,1,4,78,4,61,No,Medium,45.8,45.8,-15.200000000000005,0
403,1,18,4,6,79,5,76,Yes,Medium,69.1,17.275,-6.900000000000006,1
404,1,21,8,7,95,7,59,Yes,Medium,96.1,12.0125,37.1,2
405,0,21,3,4,94,9,78,Yes,Medium,64.4,21.46666666666667,-13.599999999999994,1
406,0,18,2,6,91,0,63,Yes,High,54.5,27.25,-8.5,0
407,0,21,9,7,99,3,87,Yes,Low,103.5,11.5,16.5,2
408,0,19,5,5,83,9,59,No,Medium,79.5,15.9,20.5,1
409,0,18,7,6,76,0,40,No,High,76.8,10.971428571428572,36.8,1
410,0,21,2,8,66,8,40,No,Medium,43.8,21.9,3.799999999999997,0
411,1,18,9,4,60,6,56,Yes,Low,77.4,8.600000000000001,21.40000000000001,1
412,0,20,9,6,94,6,40,Yes,High,91.2,10.133333333333333,51.2,2
413,0,17,4,6,91,4,92,No,High,76.1,19.025,-15.900000000000006,1
414,1,18,4,8,95,6,91,No,Low,84.9,21.225,-6.099999999999994,1
415,1,17,6,7,72,1,84,Yes,High,76.2,12.7,-7.799999999999997,1
416,1,21,6,5,65,3,69,No,Low,81.1,13.516666666666666,12.099999999999994,1
417,1,17,1,8,73,6,80,No,High,60.9,60.9,-19.1,1
418,0,18,9,5,96,2,86,Yes,High,116.2,12.911111111111111,30.200000000000003,2
419,0,20,2,7,74,1,42,No,Low,54.0,27.0,12.0,0
420,0,21,5,6,63,9,85,No,Low,84.9,16.98,-0.0999999999999943,1
421,0,18,9,5,99,1,94,No,High,108.3,12.033333333333331,14.299999999999995,2
422,0,21,4,4,75,0,50,Yes,High,64.5,16.125,14.5,1
423,0,19,3,4,87,4,63,No,Low,59.3,19.766666666666666,-3.700000000000003,0
424,1,17,7,8,75,5,61,No,Low,79.9,11.414285714285716,18.90000000000001,1
425,0,19,6,7,63,5,83,No,High,81.1,13.516666666666666,-1.9000000000000057,1
426,1,18,8,8,85,8,84,Yes,High,97.1,12.1375,13.099999999999994,2
427,1,20,3,8,87,3,65,Yes,High,63.1,21.03333333333333,-1.8999999999999984,1
428,0,21,5,8,91,0,52,No,Low,77.1,15.419999999999998,25.099999999999994,1
429,1,17,4,4,61,5,40,Yes,High,51.3,12.825,11.299999999999995,0
430,0,21,4,4,90,4,63,No,Medium,80.2,20.05,17.200000000000003,1
431,1,18,4,8,62,9,49,Yes,Low,58.2,14.55,9.200000000000005,0
432,0,21,8,4,67,5,74,Yes,High,83.7,10.4625,9.700000000000005,1
433,1,17,6,7,83,2,63,No,Low,71.1,11.85,8.099999999999994,1
434,0,18,3,8,74,1,67,No,Medium,63.0,21.0,-4.0,1
435,0,21,5,4,90,5,75,No,Low,87.0,17.4,12.0,2
436,0,20,6,5,68,0,55,Yes,High,74.4,12.4,19.40000000000001,1
437,0,18,5,8,98,6,79,No,Medium,83.0,16.6,4.0,1
438,0,18,6,8,61,6,55,Yes,Medium,68.3,11.383333333333333,13.299999999999995,1
439,1,20,8,7,67,9,56,Yes,High,82.5,10.3125,26.5,1
440,1,19,7,6,66,6,90,No,High,90.8,12.971428571428572,0.7999999999999972,2
441,1,17,5,6,98,9,93,Yes,High,96.6,19.32,3.5999999999999943,2
442,0,19,6,7,75,0,54,No,Low,73.1,12.183333333333332,19.099999999999994,1
443,1,21,4,7,94,3,55,Yes,Low,71.2,17.8,16.200000000000003,1
444,0,20,9,7,89,6,54,No,Low,88.3,9.81111111111111,34.3,2
445,0,19,4,6,69,8,73,Yes,High,70.9,17.725,-2.0999999999999943,1
446,1,18,1,7,97,4,50,Yes,High,53.1,53.1,3.1000000000000014,0
447,1,21,7,4,77,1,40,No,Low,81.1,11.585714285714284,41.1,1
448,0,21,7,8,64,6,54,Yes,Medium,82.8,11.828571428571427,28.8,1
449,1,19,4,8,88,9,65,No,Low,65.4,16.35,0.4000000000000057,1
450,0,19,3,5,98,0,90,Yes,Medium,78.4,26.133333333333336,-11.599999999999994,1
451,0,20,8,5,93,6,43,Yes,High,81.1,10.1375,38.1,1
452,0,17,5,8,82,5,82,Yes,High,89.4,17.880000000000003,7.400000000000006,2
453,0,19,7,4,64,6,44,No,Low,68.8,9.828571428571427,24.8,1
454,0,19,4,6,89,9,74,No,Low,76.3,19.075,2.299999999999997,1
455,1,18,4,6,65,2,52,No,High,56.3,14.075,4.299999999999997,0
456,1,21,8,4,63,2,49,No,Low,76.5,9.5625,27.5,1
457,0,17,8,6,88,6,50,No,High,83.4,10.425,33.400000000000006,1
458,0,18,2,7,82,1,57,Yes,High,49.4,24.7,-7.600000000000001,0
459,1,20,2,8,65,0,73,Yes,Medium,64.7,32.35,-8.299999999999997,1
460,1,20,3,8,91,8,78,No,Low,64.5,21.5,-13.5,1
461,0,19,3,4,77,8,80,Yes,High,74.1,24.7,-5.900000000000006,1
462,1,19,1,6,74,6,81,Yes,Low,62.6,62.6,-18.4,1
463,0,20,3,5,99,6,89,Yes,Medium,87.3,29.1,-1.7000000000000028,2
464,1,19,6,5,91,2,62,Yes,Medium,87.1,14.516666666666666,25.099999999999994,2
465,0,17,8,6,68,9,46,No,Low,87.8,10.975,41.8,2
466,1,19,6,5,96,1,78,Yes,Low,83.0,13.833333333333334,5.0,1
467,0,21,5,4,69,6,42,No,High,71.5,14.3,29.5,1
468,1,19,4,4,79,8,51,No,Medium,59.1,14.775,8.100000000000001,0
469,1,18,3,6,65,0,46,Yes,Medium,47.9,15.966666666666669,1.8999999999999984,0
470,0,17,4,5,62,3,88,No,Medium,73.8,18.45,-14.200000000000005,1
471,1,18,7,4,70,5,65,Yes,Low,88.0,12.571428571428571,23.0,2
472,0,18,1,4,76,6,72,Yes,High,48.6,48.6,-23.4,0
473,1,21,7,7,91,9,76,Yes,Low,94.7,13.528571428571428,18.700000000000003,2
474,0,17,1,7,63,6,87,No,Low,50.7,50.7,-36.3,0
475,1,17,2,4,63,9,54,No,Low,55.5,27.75,1.5,0
476,0,17,4,6,76,1,41,No,High,63.2,15.8,22.200000000000003,1
477,1,17,1,8,78,3,80,Yes,Low,60.4,60.4,-19.6,1
478,0,17,9,8,64,4,46,Yes,Medium,89.6,9.955555555555556,43.6,2
479,1,21,6,4,91,0,71,Yes,Medium,89.7,14.95,18.700000000000003,2
480,0,19,1,4,81,0,43,No,Medium,40.5,40.5,-2.5,0
481,0,18,1,4,65,9,59,Yes,High,53.1,53.1,-5.899999999999999,0
482,0,17,6,6,94,2,89,Yes,Low,98.8,16.466666666666665,9.799999999999995,2
483,1,19,4,7,81,9,92,No,High,87.1,21.775,-4.900000000000006,2
484,0,19,4,4,60,2,75,No,Low,66.0,16.5,-9.0,1
485,1,18,6,4,79,7,71,No,Medium,74.1,12.35,3.0999999999999943,1
486,0,21,7,5,81,8,67,Yes,Low,95.1,13.585714285714284,28.099999999999994,2
487,1,20,9,6,70,0,52,Yes,Low,88.8,9.866666666666667,36.8,2
488,0,20,5,4,72,1,40,Yes,Low,54.6,10.92,14.6,0
489,1,19,9,5,62,9,74,No,High,89.2,9.911111111111111,15.200000000000005,2
490,1,18,4,8,68,1,87,No,Low,70.2,17.55,-16.799999999999997,1
491,0,20,2,4,71,3,69,No,Low,56.9,28.45,-12.1,0
492,1,19,3,4,82,1,93,No,Low,77.8,25.933333333333334,-15.200000000000005,1
493,1,21,1,5,73,6,75,Yes,High,60.9,60.9,-14.1,1
494,0,20,6,6,92,8,94,Yes,High,104.2,17.366666666666667,10.200000000000005,2
495,1,19,6,4,77,6,64,Yes,High,70.7,11.783333333333331,6.700000000000003,1
496,1,19,1,8,68,5,55,Yes,Low,46.4,46.4,-8.600000000000001,0
497,1,17,3,4,82,9,58,Yes,Medium,52.8,17.599999999999998,-5.200000000000003,0
498,0,21,5,8,69,0,40,Yes,Medium,69.7,13.94,29.700000000000003,1
499,1,17,3,7,78,9,44,Yes,Medium,64.0,21.33333333333333,20.0,1
500,0,18,3,7,64,8,90,Yes,Low,72.2,24.066666666666663,-17.799999999999997,1
501,1,17,3,8,82,4,61,No,Medium,65.0,21.666666666666668,4.0,1
502,1,17,5,6,89,4,63,No,Medium,66.9,13.38,3.9000000000000057,1
503,1,20,5,4,84,5,82,Yes,Medium,91.0,18.2,9.0,2
504,0,19,4,4,87,8,84,No,Low,84.7,21.175,0.7000000000000028,1
505,1,21,1,7,93,7,91,Yes,Medium,73.3,73.3,-17.700000000000003,1
506,1,17,5,8,84,7,76,Yes,Medium,85.6,17.119999999999997,9.599999999999994,2
507,0,21,5,4,69,7,92,No,Low,82.5,16.5,-9.5,1
508,1,17,4,4,73,0,75,Yes,High,66.9,16.725,-8.099999999999994,1
509,0,18,6,6,89,0,75,Yes,Medium,86.7,14.45,11.700000000000005,2
510,0,17,4,5,84,7,43,Yes,High,54.4,13.6,11.4,0
511,1,20,7,7,73,4,75,Yes,Medium,90.9,12.985714285714286,15.900000000000006,2
512,0,19,7,7,94,8,91,Yes,Low,89.6,12.8,-1.4000000000000057,2
513,1,18,2,5,93,1,92,Yes,High,70.7,35.35,-21.3,1
514,0,17,3,4,69,8,57,Yes,High,48.5,16.166666666666668,-8.5,0
515,0,21,1,6,94,7,89,No,High,74.8,74.8,-14.200000000000005,1
516,1,18,8,6,70,8,55,No,High,81.0,10.125,26.0,1
517,0,18,9,7,70,3,80,Yes,Medium,100.0,11.11111111111111,20.0,2
518,0,17,4,6,80,0,57,No,Medium,66.8,16.7,9.799999999999995,1
519,0,18,6,5,80,0,61,Yes,High,87.4,14.566666666666668,26.40000000000001,2
520,0,21,9,4,81,4,41,Yes,Medium,80.7,8.966666666666667,39.7,1
521,0,18,6,5,66,1,60,Yes,High,63.8,10.633333333333333,3.799999999999997,1
522,1,21,9,8,76,7,75,Yes,High,93.8,10.422222222222222,18.8,2
523,0,17,4,7,61,9,83,No,Low,72.5,18.125,-10.5,1
524,1,19,8,6,71,4,78,No,High,101.5,12.6875,23.5,2
525,0,18,9,8,77,4,86,No,Medium,110.5,12.27777777777778,24.5,2
526,1,19,4,6,70,1,78,No,High,78.2,19.55,0.2000000000000028,1
527,1,21,5,4,75,6,68,Yes,Low,67.7,13.54,-0.2999999999999971,1
528,0,18,8,4,77,7,93,No,Medium,92.3,11.5375,-0.7000000000000028,2
529,0,20,6,4,94,9,65,Yes,Low,74.2,12.366666666666667,9.200000000000005,1
530,0,19,7,6,85,0,60,Yes,Low,91.5,13.071428571428571,31.5,2
531,1,18,3,8,75,1,56,No,High,63.9,21.3,7.899999999999999,1
532,0,19,7,4,65,9,55,Yes,Low,73.5,10.5,18.5,1
533,1,18,8,8,71,3,70,No,Low,79.3,9.9125,9.299999999999995,1
534,1,17,6,6,72,4,90,No,Medium,96.6,16.099999999999998,6.599999999999994,2
535,1,19,9,8,63,1,48,No,Low,86.1,9.566666666666666,38.1,2
536,0,20,6,6,98,0,70,No,High,80.4,13.4,10.400000000000006,1
537,0,20,9,6,61,8,53,No,High,78.5,8.722222222222221,25.5,1
538,1,21,4,7,85,0,88,Yes,High,82.7,20.675,-5.299999999999997,1
539,1,18,8,6,86,3,76,No,Low,100.2,12.525,24.200000000000003,2
540,0,19,4,6,86,1,41,No,Medium,57.2,14.3,16.200000000000003,0
541,1,21,2,5,74,3,91,Yes,High,58.6,29.3,-32.4,0
542,0,19,9,4,67,7,87,No,Low,107.9,11.988888888888887,20.90000000000001,2
543,1,18,5,7,66,7,85,No,High,80.8,16.16,-4.200000000000003,1
544,0,20,4,7,99,8,53,Yes,High,65.9,16.475,12.900000000000006,1
545,1,17,2,7,71,4,72,Yes,Medium,64.1,32.05,-7.900000000000006,1
546,0,20,1,5,72,6,74,No,High,61.2,61.2,-12.799999999999995,1
547,1,21,7,6,76,2,78,Yes,Medium,94.0,13.428571428571429,16.0,2
548,0,17,6,4,76,9,86,No,Low,86.2,14.366666666666667,0.2000000000000028,2
549,0,21,2,8,95,3,90,Yes,High,72.5,36.25,-17.5,1
550,1,18,8,6,80,9,59,No,Low,85.6,10.7,26.599999999999994,2
551,1,17,4,5,67,8,41,No,Low,62.5,15.625,21.5,1
552,0,21,8,6,64,9,90,No,Low,101.2,12.65,11.200000000000005,2
553,1,18,7,6,85,9,80,Yes,High,98.5,14.071428571428571,18.5,2
554,0,20,5,5,75,0,58,No,Medium,71.7,14.34,13.700000000000005,1
555,1,18,8,7,95,1,76,Yes,High,100.9,12.6125,24.90000000000001,2
556,0,19,9,7,87,4,57,No,Low,94.9,10.544444444444444,37.900000000000006,2
557,0,18,5,4,88,2,55,No,Medium,76.4,15.28,21.40000000000001,1
558,0,18,5,4,71,1,43,No,Low,62.5,12.5,19.5,1
559,0,19,2,7,96,0,51,No,Medium,67.2,33.6,16.200000000000003,1
560,0,21,5,8,89,9,68,No,High,69.9,13.98,1.9000000000000057,1
561,0,21,3,6,82,2,46,Yes,Medium,51.0,17.0,5.0,0
562,1,18,7,8,75,0,53,Yes,High,86.7,12.385714285714286,33.7,2
563,1,19,5,6,73,0,94,Yes,Low,80.5,16.1,-13.5,1
564,1,19,8,7,69,0,51,No,Medium,85.1,10.6375,34.099999999999994,2
565,0,20,1,4,66,7,74,No,Low,58.4,58.4,-15.6,0
566,0,21,3,4,96,2,44,Yes,Medium,56.4,18.8,12.4,0
567,0,17,3,8,88,0,56,No,High,55.8,18.6,-0.2000000000000028,0
568,0,21,9,4,62,6,81,No,Medium,91.0,10.11111111111111,10.0,2
569,1,21,5,7,74,9,71,No,Medium,80.6,16.119999999999997,9.599999999999994,1
570,1,20,9,8,95,2,49,Yes,High,84.1,9.344444444444443,35.099999999999994,1
571,0,17,9,6,78,7,82,Yes,High,97.2,10.8,15.200000000000005,2
572,1,20,1,4,72,3,56,Yes,High,49.0,49.0,-7.0,0
573,1,17,2,5,80,3,44,Yes,Medium,47.6,23.8,3.6000000000000014,0
574,0,18,5,4,96,4,84,Yes,Low,80.4,16.080000000000002,-3.5999999999999943,1
575,1,17,4,6,86,5,81,No,Medium,87.2,21.8,6.200000000000003,2
576,0,20,9,8,88,6,48,No,Medium,86.6,9.622222222222222,38.6,2
577,1,21,7,6,79,3,88,No,Low,86.9,12.414285714285716,-1.0999999999999943,2
578,0,17,6,5,84,7,72,No,High,85.0,14.166666666666666,13.0,2
579,0,17,7,7,65,5,75,Yes,Medium,78.5,11.214285714285714,3.5,1
580,0,19,1,4,95,0,75,Yes,Low,71.5,71.5,-3.5,1
581,0,21,1,8,61,0,57,No,High,40.1,40.1,-16.9,0
582,1,18,8,7,81,8,48,Yes,High,91.5,11.4375,43.5,2
583,0,20,2,6,91,9,68,No,Medium,56.5,28.25,-11.5,0
584,0,18,9,8,75,5,89,No,High,103.1,11.455555555555556,14.099999999999994,2
585,0,21,7,7,77,9,53,No,High,75.3,10.757142857142856,22.3,1
586,1,17,6,8,64,7,64,No,Low,80.8,13.466666666666669,16.799999999999997,1
587,0,17,1,5,95,6,54,Yes,Low,53.1,53.1,-0.8999999999999986,0
588,1,21,1,5,89,5,45,No,High,47.7,47.7,2.700000000000003,0
589,0,17,2,4,78,3,81,Yes,Low,64.8,32.4,-16.200000000000003,1
590,1,17,6,4,82,6,68,No,High,83.8,13.966666666666669,15.799999999999995,1
591,1,17,6,5,93,8,54,No,Medium,83.5,13.916666666666666,29.5,1
592,0,20,2,8,72,9,68,No,Low,52.8,26.4,-15.200000000000005,0
593,1,20,1,5,88,9,43,No,High,40.6,40.6,-2.3999999999999986,0
594,0,19,5,4,95,6,57,Yes,High,73.3,14.66,16.299999999999997,1
595,0,18,5,5,81,0,89,No,Low,93.9,18.78,4.900000000000006,2
596,0,21,2,5,95,9,88,Yes,Low,72.7,36.35,-15.299999999999995,1
597,1,21,6,8,68,8,83,No,Medium,85.6,14.266666666666666,2.5999999999999943,2
598,1,21,9,7,98,3,78,No,High,97.6,10.844444444444443,19.599999999999994,2
599,0,19,2,4,78,2,55,No,Medium,52.4,26.2,-2.6000000000000014,0
600,0,20,2,8,97,3,50,Yes,Medium,57.1,28.55,7.100000000000001,0
601,1,19,3,5,65,3,53,No,Medium,56.7,18.9,3.700000000000003,0
602,0,21,7,5,74,9,42,No,Low,74.0,10.571428571428571,32.0,1
603,0,18,6,7,79,1,90,No,Medium,80.7,13.45,-9.299999999999995,1
604,0,17,8,4,68,0,89,No,Low,103.0,12.875,14.0,2
605,1,20,8,4,91,9,81,No,Low,97.7,12.2125,16.700000000000003,2
606,1,20,6,6,63,0,77,Yes,Medium,70.7,11.783333333333331,-6.299999999999997,1
607,1,19,3,4,77,7,84,Yes,Medium,62.7,20.9,-21.3,1
608,0,20,3,7,64,1,81,No,High,58.6,19.53333333333333,-22.4,0
609,0,21,1,6,79,9,57,No,Medium,56.5,56.5,-0.5,0
610,0,21,7,6,82,4,59,Yes,High,91.2,13.028571428571428,32.2,2
611,1,19,5,5,70,3,87,No,Medium,73.8,14.76,-13.200000000000005,1
612,0,21,4,5,96,7,64,Yes,Medium,81.4,20.35,17.400000000000006,1
613,0,18,4,4,81,1,77,No,Medium,84.1,21.025,7.099999999999994,1
614,0,19,4,6,63,9,52,No,Medium,66.7,16.675,14.700000000000005,1
615,0,18,6,5,88,8,43,Yes,High,72.6,12.1,29.599999999999994,1
616,1,17,8,7,93,6,94,No,High,105.5,13.1875,11.5,2
617,1,18,8,5,72,6,53,Yes,Medium,88.8,11.1,35.8,2
618,0,17,5,5,68,0,72,Yes,Medium,83.2,16.64,11.200000000000005,1
619,1,17,6,6,90,1,67,Yes,High,88.8,14.8,21.8,2
620,1,18,4,6,66,3,91,No,Low,85.2,21.3,-5.799999999999997,2
621,0,19,9,8,63,3,76,Yes,Low,96.3,10.7,20.3,2
622,0,21,8,7,78,2,47,Yes,Low,73.2,9.15,26.200000000000003,1
623,1,21,1,6,89,6,83,No,High,55.9,55.9,-27.1,0
624,0,17,2,4,90,7,73,No,High,69.2,34.6,-3.799999999999997,1
625,1,17,9,7,94,1,83,No,Low,99.4,11.044444444444444,16.400000000000006,2
626,0,19,8,7,80,3,44,No,Low,87.6,10.95,43.6,2
627,1,20,3,6,90,2,93,No,Medium,81.2,27.066666666666663,-11.799999999999995,1
628,0,18,8,7,78,1,44,No,High,74.0,9.25,30.0,1
629,1,17,1,6,90,5,70,Yes,High,52.0,52.0,-18.0,0
630,1,21,4,5,91,3,84,No,Low,81.9,20.475,-2.0999999999999943,1
631,1,19,3,8,61,5,48,Yes,Low,49.5,16.5,1.5,0
632,0,18,6,5,69,1,81,No,High,74.1,12.35,-6.900000000000006,1
633,1,19,7,6,61,3,71,Yes,Medium,76.7,10.957142857142856,5.700000000000003,1
634,1,18,4,6,61,5,72,Yes,Low,66.1,16.525,-5.900000000000006,1
635,0,18,7,5,83,4,42,No,High,77.7,11.1,35.7,1
636,0,17,9,4,76,2,69,No,High,94.4,10.488888888888887,25.40000000000001,2
637,1,19,2,4,91,7,89,Yes,Medium,71.9,35.95,-17.099999999999994,1
638,1,19,3,4,75,6,51,No,Medium,49.9,16.633333333333333,-1.1000000000000014,0
639,0,21,5,6,75,2,68,No,Low,83.7,16.740000000000002,15.700000000000005,1
640,0,21,3,7,98,5,42,Yes,Low,60.2,20.066666666666663,18.200000000000003,1
641,0,17,8,6,90,3,65,Yes,Low,91.0,11.375,26.0,2
642,0,17,8,7,83,4,69,Yes,High,101.5,12.6875,32.5,2
643,0,20,8,5,60,4,48,No,Low,85.2,10.65,37.2,2
644,1,21,9,8,70,6,65,No,High,95.0,10.555555555555555,30.0,2
645,0,18,4,7,80,4,41,No,Low,51.4,12.85,10.4,0
646,1,19,5,4,63,2,42,No,Medium,54.7,10.94,12.700000000000005,0
647,1,17,5,6,66,9,85,Yes,Medium,87.8,17.56,2.799999999999997,2
648,1,19,8,5,85,4,43,No,High,79.7,9.9625,36.7,1
649,0,19,7,4,71,6,64,Yes,Medium,77.9,11.12857142857143,13.900000000000006,1
650,1,20,9,5,90,4,90,No,High,103.0,11.444444444444445,13.0,2
651,1,21,8,8,76,4,52,No,High,83.6,10.45,31.599999999999994,1
652,0,17,2,6,92,8,78,Yes,Medium,69.8,34.9,-8.200000000000003,1
653,1,19,4,6,70,2,83,No,High,81.2,20.3,-1.7999999999999972,1
654,1,17,6,8,87,5,74,No,Medium,93.7,15.616666666666667,19.700000000000003,2
655,0,18,2,6,91,0,94,Yes,Low,73.9,36.95,-20.099999999999994,1
656,1,20,7,7,60,9,62,No,Low,80.8,11.542857142857144,18.8,1
657,1,18,3,5,87,4,48,Yes,Medium,52.3,17.433333333333334,4.299999999999997,0
658,1,17,3,4,66,7,41,Yes,Medium,58.2,19.4,17.200000000000003,0
659,0,17,2,8,61,4,93,Yes,Medium,69.5,34.75,-23.5,1
660,0,21,8,7,83,8,80,Yes,Medium,91.9,11.4875,11.900000000000006,2
661,0,19,6,4,63,5,83,No,Low,81.1,13.516666666666666,-1.9000000000000057,1
662,1,19,1,4,78,7,70,No,High,57.4,57.4,-12.6,0
663,1,18,1,8,85,9,83,No,High,59.7,59.7,-23.3,0
664,0,20,7,7,70,7,86,Yes,Low,96.4,13.771428571428572,10.400000000000006,2
665,1,19,8,4,99,2,41,No,High,76.1,9.5125,35.099999999999994,1
666,1,21,5,4,70,6,71,No,Low,81.4,16.28,10.400000000000006,1
667,0,18,5,7,62,6,57,No,High,70.4,14.080000000000002,13.400000000000006,1
668,0,18,4,6,71,9,52,No,Medium,70.1,17.525,18.099999999999994,1
669,1,21,6,4,62,5,85,Yes,Medium,72.6,12.1,-12.400000000000006,1
670,1,20,6,5,86,6,44,Yes,Medium,67.4,11.233333333333334,23.40000000000001,1
671,1,21,3,7,61,1,81,No,Low,69.7,23.23333333333333,-11.299999999999995,1
672,0,20,9,4,75,8,83,Yes,Low,92.7,10.3,9.700000000000005,2
673,0,21,7,8,61,9,49,No,High,62.9,8.985714285714286,13.9,1
674,0,21,1,5,89,9,82,No,High,61.5,61.5,-20.5,1
675,0,17,7,4,79,0,64,No,High,85.3,12.185714285714283,21.3,2
676,1,18,5,5,97,0,73,Yes,Low,91.3,18.26,18.3,2
677,0,21,5,5,87,2,76,No,High,82.5,16.5,6.5,1
678,0,21,2,6,84,2,69,Yes,Medium,64.8,32.4,-4.200000000000003,1
679,0,19,4,5,91,0,46,Yes,High,55.7,13.925,9.700000000000005,0
680,0,18,6,6,69,6,45,No,Medium,76.7,12.783333333333331,31.700000000000003,1
681,0,19,7,7,99,3,93,Yes,Low,96.9,13.842857142857143,3.9000000000000057,2
682,1,18,5,6,92,9,94,Yes,Medium,87.2,17.44,-6.799999999999997,2
683,1,19,9,8,72,1,42,No,Medium,76.4,8.488888888888889,34.400000000000006,1
684,0,21,3,4,96,9,52,Yes,Medium,58.6,19.53333333333333,6.600000000000001,0
685,1,21,1,7,75,4,42,Yes,Low,40.3,40.3,-1.7000000000000028,0
