Student_ID,Gender,Age,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Assignments_Completed,Previous_Exam_Score,Internet_Access,Family_Income_Level,Final_Exam_Score,Performance
449,Male,19,4,8,88,9,65,No,Low,65.4,Good
450,Female,19,3,5,98,0,90,Yes,Medium,78.4,Good
451,Female,20,8,5,93,6,43,Yes,High,81.1,Excellent
452,Female,17,5,8,82,5,82,Yes,High,89.4,Excellent
453,Female,19,7,4,64,6,44,No,Low,68.8,Good
454,Female,19,4,6,89,9,74,No,Low,76.3,Good
455,Male,18,4,6,65,2,52,No,High,56.3,Average
456,Male,21,8,4,63,2,49,No,Low,76.5,Good
457,Female,17,8,6,88,6,50,No,High,83.4,Excellent
458,Female,18,2,7,82,1,57,Yes,High,49.4,Fail
459,Male,20,2,8,65,0,73,Yes,Medium,64.7,Average
460,Male,20,3,8,91,8,78,No,Low,64.5,Average
461,Female,19,3,4,77,8,80,Yes,High,74.1,Good
462,Male,19,1,6,74,6,81,Yes,Low,62.6,Average
463,Female,20,3,5,99,6,89,Yes,Medium,87.3,Excellent
464,Male,19,6,5,91,2,62,Yes,Medium,87.1,Excellent
465,Female,17,8,6,68,9,46,No,Low,87.8,Excellent
466,Male,19,6,5,96,1,78,Yes,Low,83.0,Excellent
467,Female,21,5,4,69,6,42,No,High,71.5,Good
468,Male,19,4,4,79,8,51,No,Medium,59.1,Average
469,Male,18,3,6,65,0,46,Yes,Medium,47.9,Fail
470,Female,17,4,5,62,3,88,No,Medium,73.8,Good
471,Male,18,7,4,70,5,65,Yes,Low,88.0,Excellent
472,Female,18,1,4,76,6,72,Yes,High,48.6,Fail
473,Male,21,7,7,91,9,76,Yes,Low,94.7,Excellent
474,Female,17,1,7,63,6,87,No,Low,50.7,Average
475,Male,17,2,4,63,9,54,No,Low,55.5,Average
476,Female,17,4,6,76,1,41,No,High,63.2,Average
477,Male,17,1,8,78,3,80,Yes,Low,60.4,Average
478,Female,17,9,8,64,4,46,Yes,Medium,89.6,Excellent
479,Male,21,6,4,91,0,71,Yes,Medium,89.7,Excellent
480,Female,19,1,4,81,0,43,No,Medium,40.5,Fail
481,Female,18,1,4,65,9,59,Yes,High,53.1,Average
482,Female,17,6,6,94,2,89,Yes,Low,98.8,Excellent
483,Male,19,4,7,81,9,92,No,High,87.1,Excellent
484,Female,19,4,4,60,2,75,No,Low,66.0,Good
485,Male,18,6,4,79,7,71,No,Medium,74.1,Good
486,Female,21,7,5,81,8,67,Yes,Low,95.1,Excellent
487,Male,20,9,6,70,0,52,Yes,Low,88.8,Excellent
488,Female,20,5,4,72,1,40,Yes,Low,54.6,Average
489,Male,19,9,5,62,9,74,No,High,89.2,Excellent
490,Male,18,4,8,68,1,87,No,Low,70.2,Good
491,Female,20,2,4,71,3,69,No,Low,56.9,Average
492,Male,19,3,4,82,1,93,No,Low,77.8,Good
493,Male,21,1,5,73,6,75,Yes,High,60.9,Average
494,Female,20,6,6,92,8,94,Yes,High,104.2,Excellent
495,Male,19,6,4,77,6,64,Yes,High,70.7,Good
496,Male,19,1,8,68,5,55,Yes,Low,46.4,Fail
497,Male,17,3,4,82,9,58,Yes,Medium,52.8,Average
498,Female,21,5,8,69,0,40,Yes,Medium,69.7,Good
499,Male,17,3,7,78,9,44,Yes,Medium,64.0,Average
500,Female,18,3,7,64,8,90,Yes,Low,72.2,Good
501,Male,17,3,8,82,4,61,No,Medium,65.0,Good
502,Male,17,5,6,89,4,63,No,Medium,66.9,Good
503,Male,20,5,4,84,5,82,Yes,Medium,91.0,Excellent
504,Female,19,4,4,87,8,84,No,Low,84.7,Excellent
505,Male,21,1,7,93,7,91,Yes,Medium,73.3,Good
506,Male,17,5,8,84,7,76,Yes,Medium,85.6,Excellent
507,Female,21,5,4,69,7,92,No,Low,82.5,Excellent
508,Male,17,4,4,73,0,75,Yes,High,66.9,Good
509,Female,18,6,6,89,0,75,Yes,Medium,86.7,Excellent
510,Female,17,4,5,84,7,43,Yes,High,54.4,Average
511,Male,20,7,7,73,4,75,Yes,Medium,90.9,Excellent
512,Female,19,7,7,94,8,91,Yes,Low,89.6,Excellent
513,Male,18,2,5,93,1,92,Yes,High,70.7,Good
514,Female,17,3,4,69,8,57,Yes,High,48.5,Fail
515,Female,21,1,6,94,7,89,No,High,74.8,Good
516,Male,18,8,6,70,8,55,No,High,81.0,Excellent
517,Female,18,9,7,70,3,80,Yes,Medium,100.0,Excellent
518,Female,17,4,6,80,0,57,No,Medium,66.8,Good
519,Female,18,6,5,80,0,61,Yes,High,87.4,Excellent
520,Female,21,9,4,81,4,41,Yes,Medium,80.7,Excellent
521,Female,18,6,5,66,1,60,Yes,High,63.8,Average
522,Male,21,9,8,76,7,75,Yes,High,93.8,Excellent
523,Female,17,4,7,61,9,83,No,Low,72.5,Good
524,Male,19,8,6,71,4,78,No,High,101.5,Excellent
525,Female,18,9,8,77,4,86,No,Medium,110.5,Excellent
526,Male,19,4,6,70,1,78,No,High,78.2,Good
527,Male,21,5,4,75,6,68,Yes,Low,67.7,Good
528,Female,18,8,4,77,7,93,No,Medium,92.3,Excellent
529,Female,20,6,4,94,9,65,Yes,Low,74.2,Good
530,Female,19,7,6,85,0,60,Yes,Low,91.5,Excellent
531,Male,18,3,8,75,1,56,No,High,63.9,Average
532,Female,19,7,4,65,9,55,Yes,Low,73.5,Good
533,Male,18,8,8,71,3,70,No,Low,79.3,Good
534,Male,17,6,6,72,4,90,No,Medium,96.6,Excellent
535,Male,19,9,8,63,1,48,No,Low,86.1,Excellent
536,Female,20,6,6,98,0,70,No,High,80.4,Excellent
537,Female,20,9,6,61,8,53,No,High,78.5,Good
538,Male,21,4,7,85,0,88,Yes,High,82.7,Excellent
539,Male,18,8,6,86,3,76,No,Low,100.2,Excellent
540,Female,19,4,6,86,1,41,No,Medium,57.2,Average
541,Male,21,2,5,74,3,91,Yes,High,58.6,Average
542,Female,19,9,4,67,7,87,No,Low,107.9,Excellent
543,Male,18,5,7,66,7,85,No,High,80.8,Excellent
544,Female,20,4,7,99,8,53,Yes,High,65.9,Good
545,Male,17,2,7,71,4,72,Yes,Medium,64.1,Average
546,Female,20,1,5,72,6,74,No,High,61.2,Average
547,Male,21,7,6,76,2,78,Yes,Medium,94.0,Excellent
548,Female,17,6,4,76,9,86,No,Low,86.2,Excellent
549,Female,21,2,8,95,3,90,Yes,High,72.5,Good
550,Male,18,8,6,80,9,59,No,Low,85.6,Excellent
551,Male,17,4,5,67,8,41,No,Low,62.5,Average
552,Female,21,8,6,64,9,90,No,Low,101.2,Excellent
553,Male,18,7,6,85,9,80,Yes,High,98.5,Excellent
554,Female,20,5,5,75,0,58,No,Medium,71.7,Good
555,Male,18,8,7,95,1,76,Yes,High,100.9,Excellent
556,Female,19,9,7,87,4,57,No,Low,94.9,Excellent
557,Female,18,5,4,88,2,55,No,Medium,76.4,Good
558,Female,18,5,4,71,1,43,No,Low,62.5,Average
559,Female,19,2,7,96,0,51,No,Medium,67.2,Good
560,Female,21,5,8,89,9,68,No,High,69.9,Good
561,Female,21,3,6,82,2,46,Yes,Medium,51.0,Average
562,Male,18,7,8,75,0,53,Yes,High,86.7,Excellent
563,Male,19,5,6,73,0,94,Yes,Low,80.5,Excellent
564,Male,19,8,7,69,0,51,No,Medium,85.1,Excellent
565,Female,20,1,4,66,7,74,No,Low,58.4,Average
566,Female,21,3,4,96,2,44,Yes,Medium,56.4,Average
567,Female,17,3,8,88,0,56,No,High,55.8,Average
568,Female,21,9,4,62,6,81,No,Medium,91.0,Excellent
569,Male,21,5,7,74,9,71,No,Medium,80.6,Excellent
570,Male,20,9,8,95,2,49,Yes,High,84.1,Excellent
571,Female,17,9,6,78,7,82,Yes,High,97.2,Excellent
572,Male,20,1,4,72,3,56,Yes,High,49.0,Fail
573,Male,17,2,5,80,3,44,Yes,Medium,47.6,Fail
574,Female,18,5,4,96,4,84,Yes,Low,80.4,Excellent
575,Male,17,4,6,86,5,81,No,Medium,87.2,Excellent
576,Female,20,9,8,88,6,48,No,Medium,86.6,Excellent
577,Male,21,7,6,79,3,88,No,Low,86.9,Excellent
578,Female,17,6,5,84,7,72,No,High,85.0,Excellent
579,Female,17,7,7,65,5,75,Yes,Medium,78.5,Good
580,Female,19,1,4,95,0,75,Yes,Low,71.5,Good
581,Female,21,1,8,61,0,57,No,High,40.1,Fail
582,Male,18,8,7,81,8,48,Yes,High,91.5,Excellent
583,Female,20,2,6,91,9,68,No,Medium,56.5,Average
584,Female,18,9,8,75,5,89,No,High,103.1,Excellent
585,Female,21,7,7,77,9,53,No,High,75.3,Good
586,Male,17,6,8,64,7,64,No,Low,80.8,Excellent
587,Female,17,1,5,95,6,54,Yes,Low,53.1,Average
588,Male,21,1,5,89,5,45,No,High,47.7,Fail
589,Female,17,2,4,78,3,81,Yes,Low,64.8,Average
590,Male,17,6,4,82,6,68,No,High,83.8,Excellent
591,Male,17,6,5,93,8,54,No,Medium,83.5,Excellent
592,Female,20,2,8,72,9,68,No,Low,52.8,Average
593,Male,20,1,5,88,9,43,No,High,40.6,Fail
594,Female,19,5,4,95,6,57,Yes,High,73.3,Good
595,Female,18,5,5,81,0,89,No,Low,93.9,Excellent
596,Female,21,2,5,95,9,88,Yes,Low,72.7,Good
597,Male,21,6,8,68,8,83,No,Medium,85.6,Excellent
598,Male,21,9,7,98,3,78,No,High,97.6,Excellent
599,Female,19,2,4,78,2,55,No,Medium,52.4,Average
600,Female,20,2,8,97,3,50,Yes,Medium,57.1,Average
601,Male,19,3,5,65,3,53,No,Medium,56.7,Average
602,Female,21,7,5,74,9,42,No,Low,74.0,Good
603,Female,18,6,7,79,1,90,No,Medium,80.7,Excellent
604,Female,17,8,4,68,0,89,No,Low,103.0,Excellent
605,Male,20,8,4,91,9,81,No,Low,97.7,Excellent
606,Male,20,6,6,63,0,77,Yes,Medium,70.7,Good
607,Male,19,3,4,77,7,84,Yes,Medium,62.7,Average
608,Female,20,3,7,64,1,81,No,High,58.6,Average
609,Female,21,1,6,79,9,57,No,Medium,56.5,Average
610,Female,21,7,6,82,4,59,Yes,High,91.2,Excellent
611,Male,19,5,5,70,3,87,No,Medium,73.8,Good
612,Female,21,4,5,96,7,64,Yes,Medium,81.4,Excellent
613,Female,18,4,4,81,1,77,No,Medium,84.1,Excellent
614,Female,19,4,6,63,9,52,No,Medium,66.7,Good
615,Female,18,6,5,88,8,43,Yes,High,72.6,Good
616,Male,17,8,7,93,6,94,No,High,105.5,Excellent
617,Male,18,8,5,72,6,53,Yes,Medium,88.8,Excellent
618,Female,17,5,5,68,0,72,Yes,Medium,83.2,Excellent
619,Male,17,6,6,90,1,67,Yes,High,88.8,Excellent
620,Male,18,4,6,66,3,91,No,Low,85.2,Excellent
621,Female,19,9,8,63,3,76,Yes,Low,96.3,Excellent
622,Female,21,8,7,78,2,47,Yes,Low,73.2,Good
623,Male,21,1,6,89,6,83,No,High,55.9,Average
624,Female,17,2,4,90,7,73,No,High,69.2,Good
625,Male,17,9,7,94,1,83,No,Low,99.4,Excellent
626,Female,19,8,7,80,3,44,No,Low,87.6,Excellent
627,Male,20,3,6,90,2,93,No,Medium,81.2,Excellent
628,Female,18,8,7,78,1,44,No,High,74.0,Good
629,Male,17,1,6,90,5,70,Yes,High,52.0,Average
630,Male,21,4,5,91,3,84,No,Low,81.9,Excellent
631,Male,19,3,8,61,5,48,Yes,Low,49.5,Fail
632,Female,18,6,5,69,1,81,No,High,74.1,Good
633,Male,19,7,6,61,3,71,Yes,Medium,76.7,Good
634,Male,18,4,6,61,5,72,Yes,Low,66.1,Good
635,Female,18,7,5,83,4,42,No,High,77.7,Good
636,Female,17,9,4,76,2,69,No,High,94.4,Excellent
637,Male,19,2,4,91,7,89,Yes,Medium,71.9,Good
638,Male,19,3,4,75,6,51,No,Medium,49.9,Fail
639,Female,21,5,6,75,2,68,No,Low,83.7,Excellent
640,Female,21,3,7,98,5,42,Yes,Low,60.2,Average
641,Female,17,8,6,90,3,65,Yes,Low,91.0,Excellent
642,Female,17,8,7,83,4,69,Yes,High,101.5,Excellent
643,Female,20,8,5,60,4,48,No,Low,85.2,Excellent
644,Male,21,9,8,70,6,65,No,High,95.0,Excellent
645,Female,18,4,7,80,4,41,No,Low,51.4,Average
646,Male,19,5,4,63,2,42,No,Medium,54.7,Average
647,Male,17,5,6,66,9,85,Yes,Medium,87.8,Excellent
648,Male,19,8,5,85,4,43,No,High,79.7,Good
649,Female,19,7,4,71,6,64,Yes,Medium,77.9,Good
650,Male,20,9,5,90,4,90,No,High,103.0,Excellent
651,Male,21,8,8,76,4,52,No,High,83.6,Excellent
652,Female,17,2,6,92,8,78,Yes,Medium,69.8,Good
653,Male,19,4,6,70,2,83,No,High,81.2,Excellent
654,Male,17,6,8,87,5,74,No,Medium,93.7,Excellent
655,Female,18,2,6,91,0,94,Yes,Low,73.9,Good
656,Male,20,7,7,60,9,62,No,Low,80.8,Excellent
657,Male,18,3,5,87,4,48,Yes,Medium,52.3,Average
658,Male,17,3,4,66,7,41,Yes,Medium,58.2,Average
659,Female,17,2,8,61,4,93,Yes,Medium,69.5,Good
660,Female,21,8,7,83,8,80,Yes,Medium,91.9,Excellent
661,Female,19,6,4,63,5,83,No,Low,81.1,Excellent
662,Male,19,1,4,78,7,70,No,High,57.4,Average
663,Male,18,1,8,85,9,83,No,High,59.7,Average
664,Female,20,7,7,70,7,86,Yes,Low,96.4,Excellent
665,Male,19,8,4,99,2,41,No,High,76.1,Good
666,Male,21,5,4,70,6,71,No,Low,81.4,Excellent
667,Female,18,5,7,62,6,57,No,High,70.4,Good
668,Female,18,4,6,71,9,52,No,Medium,70.1,Good
669,Male,21,6,4,62,5,85,Yes,Medium,72.6,Good
670,Male,20,6,5,86,6,44,Yes,Medium,67.4,Good
671,Male,21,3,7,61,1,81,No,Low,69.7,Good
672,Female,20,9,4,75,8,83,Yes,Low,92.7,Excellent
673,Female,21,7,8,61,9,49,No,High,62.9,Average
674,Female,21,1,5,89,9,82,No,High,61.5,Average
675,Female,17,7,4,79,0,64,No,High,85.3,Excellent
676,Male,18,5,5,97,0,73,Yes,Low,91.3,Excellent
677,Female,21,5,5,87,2,76,No,High,82.5,Excellent
678,Female,21,2,6,84,2,69,Yes,Medium,64.8,Average
679,Female,19,4,5,91,0,46,Yes,High,55.7,Average
680,Female,18,6,6,69,6,45,No,Medium,76.7,Good
681,Female,19,7,7,99,3,93,Yes,Low,96.9,Excellent
682,Male,18,5,6,92,9,94,Yes,Medium,87.2,Excellent
683,Male,19,9,8,72,1,42,No,Medium,76.4,Good
684,Female,21,3,4,96,9,52,Yes,Medium,58.6,Average
685,Male,21,1,7,75,4,42,Yes,Low,40.3,Fail
686,Female,17,4,7,81,5,65,No,Low,63.3,Average
687,Female,19,9,8,79,8,63,No,Low,102.9,Excellent
688,Male,20,4,6,86,3,92,Yes,Low,75.6,Good
689,Male,17,2,4,75,1,45,No,High,54.5,Average
690,Female,19,5,6,93,4,82,No,Low,79.7,Good
691,Female,19,3,5,91,2,88,Yes,Medium,75.5,Good
692,Female,17,9,6,85,1,81,Yes,Low,93.9,Excellent
693,Male,21,4,7,84,0,51,No,High,61.6,Average
694,Female,19,6,4,61,9,88,Yes,High,89.5,Excellent
695,Female,21,2,6,71,1,75,No,High,66.3,Good
696,Female,17,6,4,99,5,41,No,Medium,82.1,Excellent
697,Male,21,3,4,68,7,50,Yes,Low,64.4,Average
698,Female,18,9,5,71,2,78,Yes,Low,88.5,Excellent
699,Female,20,2,5,85,8,73,No,Low,64.7,Average
700,Male,19,9,7,68,8,65,No,Medium,82.4,Excellent
701,Female,20,5,8,69,1,57,No,Medium,58.5,Average
702,Female,21,8,4,91,7,60,No,High,82.3,Excellent
703,Male,19,2,8,93,9,75,Yes,High,65.9,Good
704,Female,21,6,7,79,4,79,No,Low,76.3,Good
705,Male,18,3,4,98,3,91,Yes,Medium,84.8,Excellent
706,Male,17,5,4,61,9,85,Yes,Medium,76.3,Good
707,Female,19,8,8,60,4,83,No,Low,95.2,Excellent
708,Female,18,1,6,95,3,61,Yes,Low,56.9,Average
709,Female,18,5,5,83,7,92,Yes,High,92.7,Excellent
710,Female,19,3,6,86,3,69,No,High,66.4,Good
711,Male,21,4,8,61,9,89,Yes,High,80.9,Excellent
712,Female,18,2,5,90,5,82,Yes,Low,62.8,Average
713,Male,20,9,6,73,1,69,No,Low,92.5,Excellent
714,Female,18,3,5,61,4,47,No,High,57.1,Average
715,Female,21,2,4,88,5,73,No,High,58.6,Average
716,Female,21,9,6,74,4,86,No,Medium,106.6,Excellent
717,Male,20,7,5,71,1,48,No,Medium,83.5,Excellent
718,Female,18,6,5,96,6,90,No,High,84.8,Excellent
719,Female,21,1,5,87,3,59,No,High,49.7,Fail
720,Female,19,5,6,79,7,79,Yes,Medium,79.3,Good
721,Female,17,3,7,98,6,64,Yes,High,75.0,Good
722,Male,17,1,6,83,6,58,No,Medium,46.1,Fail
723,Female,17,4,8,80,8,44,Yes,Medium,63.6,Average
724,Male,18,2,6,69,0,50,Yes,Medium,55.7,Average
725,Male,20,2,5,73,9,54,No,Low,62.5,Average
726,Male,21,3,4,96,5,47,Yes,Low,57.6,Average
727,Male,19,8,6,77,5,58,No,High,86.3,Excellent
728,Male,19,8,6,83,5,62,Yes,Medium,81.7,Excellent
729,Male,18,7,5,73,5,66,No,Low,92.3,Excellent
730,Female,17,6,4,93,9,79,Yes,High,88.5,Excellent
731,Male,18,9,4,71,6,71,Yes,High,84.7,Excellent
732,Male,20,4,8,81,9,65,Yes,High,79.3,Good
733,Male,20,1,6,65,5,66,No,High,50.9,Average
734,Female,21,8,4,95,0,58,Yes,High,92.7,Excellent
735,Female,21,7,4,95,2,89,Yes,Medium,102.1,Excellent
736,Male,20,7,7,81,1,81,No,High,88.7,Excellent
737,Female,20,3,7,73,5,68,No,Medium,64.1,Average
738,Male,20,4,4,75,7,78,Yes,Low,66.7,Good
739,Male,18,9,8,95,2,80,Yes,High,101.5,Excellent
740,Female,20,6,4,84,9,72,Yes,Low,83.0,Excellent
741,Male,19,5,5,91,7,58,Yes,Medium,83.5,Excellent
742,Female,17,3,6,92,7,76,No,Medium,66.0,Good
743,Female,20,9,8,95,4,58,Yes,Low,87.7,Excellent
744,Male,17,5,5,79,7,72,Yes,High,84.5,Excellent
745,Male,18,5,8,77,5,86,No,High,85.5,Excellent
746,Female,17,4,5,97,4,55,Yes,Low,76.1,Good
747,Male,18,4,6,62,8,62,Yes,Low,63.4,Average
748,Male,19,1,6,82,6,46,Yes,Low,47.0,Fail
749,Male,18,7,7,91,7,65,No,High,94.3,Excellent
750,Female,18,9,5,75,0,71,No,High,98.9,Excellent
751,Female,21,3,7,64,1,51,Yes,High,47.6,Fail
752,Male,20,2,5,63,7,47,Yes,Low,55.7,Average
753,Female,20,3,7,80,8,44,No,High,47.6,Fail
754,Female,19,1,6,99,3,81,Yes,Medium,63.1,Average
755,Female,19,6,8,73,9,67,Yes,Low,76.7,Good
756,Female,20,7,7,98,9,92,No,High,109.2,Excellent
757,Female,21,2,5,90,8,44,No,Low,59.6,Average
758,Male,20,8,5,73,3,88,No,Medium,102.1,Excellent
759,Male,21,6,6,65,9,65,Yes,Medium,82.5,Excellent
760,Male,19,4,5,71,9,44,Yes,Low,58.9,Average
761,Female,17,5,4,75,9,61,Yes,Low,67.9,Good
762,Female,19,8,8,76,8,54,Yes,Medium,82.4,Excellent
763,Male,19,3,7,82,6,52,No,Low,53.4,Average
764,Female,18,3,8,73,1,67,Yes,Medium,65.7,Good
765,Male,18,4,6,66,8,72,Yes,Medium,61.6,Average
766,Male,18,1,7,91,3,82,No,High,73.1,Good
767,Male,18,9,7,74,7,62,No,Low,83.0,Excellent
768,Female,21,8,4,76,6,72,Yes,Low,89.6,Excellent
769,Female,20,8,6,93,6,82,No,High,101.7,Excellent
770,Male,17,6,5,64,7,57,No,Medium,63.0,Average
771,Male,19,7,4,86,0,89,Yes,Low,91.4,Excellent
772,Male,21,6,4,82,4,92,Yes,High,85.4,Excellent
773,Male,17,9,8,99,1,69,Yes,High,96.3,Excellent
774,Female,21,3,8,73,1,65,Yes,Low,71.9,Good
775,Female,21,3,8,74,0,55,No,High,53.2,Average
776,Male,19,3,4,92,4,52,No,Medium,56.4,Average
777,Male,20,3,5,90,1,78,Yes,High,71.2,Good
778,Female,18,9,7,94,3,72,Yes,Medium,101.0,Excellent
779,Female,20,4,8,76,2,65,No,Medium,73.8,Good
780,Male,19,7,5,87,2,87,Yes,Low,94.9,Excellent
781,Male,19,9,6,78,1,40,Yes,High,83.4,Excellent
782,Male,19,7,8,82,5,88,Yes,Medium,102.8,Excellent
783,Female,17,9,7,91,1,77,Yes,Medium,102.1,Excellent
784,Female,20,3,6,99,7,41,No,High,56.1,Average
785,Female,20,4,6,72,7,88,Yes,Medium,82.8,Excellent
786,Male,21,8,7,79,4,45,No,High,75.7,Good
787,Male,21,6,8,94,9,85,Yes,Low,87.2,Excellent
788,Female,21,5,4,64,6,89,Yes,Medium,83.8,Excellent
789,Female,19,4,7,68,3,77,No,Medium,79.2,Good
790,Male,20,8,7,88,0,81,Yes,High,105.8,Excellent
791,Female,19,1,7,65,1,63,No,High,42.7,Fail
792,Female,17,9,6,84,9,57,Yes,High,90.0,Excellent
793,Male,21,1,5,90,9,66,Yes,High,63.4,Average
794,Female,19,8,4,81,3,80,Yes,Medium,104.3,Excellent
795,Male,19,4,8,61,0,47,Yes,Low,66.1,Good
796,Male,17,9,8,64,7,67,Yes,Low,83.0,Excellent
797,Male,18,5,5,86,8,49,No,Low,69.4,Good
798,Male,20,3,7,84,3,56,No,Low,53.6,Average
799,Male,18,9,4,67,9,94,Yes,High,95.7,Excellent
800,Male,21,9,8,60,2,68,Yes,Medium,85.2,Excellent
801,Male,19,4,8,79,1,45,No,Medium,61.7,Average
802,Female,17,4,7,82,4,53,No,Medium,68.8,Good
803,Male,17,8,5,91,2,61,Yes,High,96.7,Excellent
804,Male,20,2,4,70,9,93,Yes,Medium,76.2,Good
805,Female,18,9,5,98,6,45,No,High,83.4,Excellent
806,Female,20,6,5,83,5,65,Yes,Medium,86.9,Excellent
807,Female,19,9,4,70,0,78,No,Low,95.2,Excellent
808,Male,20,8,4,88,7,51,Yes,High,92.8,Excellent
809,Female,17,7,8,85,1,74,No,Medium,94.1,Excellent
810,Male,17,1,8,75,4,53,No,Low,44.7,Fail
811,Male,21,3,4,94,8,61,Yes,Low,75.6,Good
812,Male,21,2,6,79,7,90,No,Low,61.7,Average
813,Male,19,5,8,62,1,62,Yes,High,58.4,Average
814,Female,18,5,6,60,8,87,Yes,High,70.8,Good
815,Female,20,5,4,60,4,46,Yes,Medium,68.4,Good
816,Male,19,4,8,76,9,79,Yes,Low,71.4,Good
817,Male,21,5,5,61,5,89,No,Medium,86.9,Excellent
818,Male,20,3,4,88,2,64,Yes,Medium,62.0,Average
819,Female,21,1,7,79,2,52,Yes,Low,39.5,Fail
820,Male,20,5,6,65,9,60,Yes,Medium,65.5,Good
821,Male,18,9,4,67,7,80,Yes,High,87.1,Excellent
822,Female,19,9,4,88,9,49,No,Medium,99.0,Excellent
823,Female,20,4,8,92,9,92,Yes,Low,84.4,Excellent
824,Male,17,3,8,62,1,94,No,High,75.2,Good
825,Female,17,1,8,94,1,48,No,High,52.4,Average
826,Female,20,2,7,64,4,54,No,Medium,58.8,Average
827,Male,20,8,8,86,5,91,Yes,Medium,101.2,Excellent
828,Female,20,1,4,71,1,41,Yes,High,43.7,Fail
829,Male,17,8,8,79,4,64,Yes,Medium,79.3,Good
830,Female,17,7,5,79,6,52,Yes,Low,75.5,Good
831,Male,20,8,8,68,9,73,No,Medium,95.6,Excellent
832,Male,21,6,7,98,9,90,No,Medium,94.4,Excellent
833,Male,21,9,5,63,7,73,Yes,High,88.1,Excellent
834,Female,18,3,4,78,6,74,Yes,Medium,74.0,Good
835,Male,19,4,4,97,7,77,Yes,Medium,86.9,Excellent
836,Female,21,6,6,86,8,42,Yes,Medium,66.6,Good
837,Male,17,8,5,72,4,81,Yes,Low,101.0,Excellent
838,Male,21,5,6,72,4,45,Yes,Medium,70.6,Good
839,Female,18,3,5,81,9,94,Yes,Low,81.9,Excellent
840,Male,18,6,5,87,3,87,No,Low,87.9,Excellent
841,Male,19,4,7,81,8,88,No,Low,81.5,Excellent
842,Female,21,9,6,78,4,58,No,Low,96.6,Excellent
843,Male,17,3,7,67,1,42,No,High,51.9,Average
844,Male,17,4,5,67,9,57,Yes,Low,57.9,Average
845,Male,20,7,4,85,7,78,Yes,Medium,83.7,Excellent
846,Male,17,7,5,85,6,48,Yes,Low,69.7,Good
847,Female,19,4,7,82,7,91,Yes,Medium,88.0,Excellent
848,Female,19,6,6,72,2,51,Yes,Low,66.0,Good
849,Male,17,3,6,87,3,44,No,High,60.7,Average
850,Female,17,6,7,68,4,42,Yes,Low,66.2,Good
851,Male,20,2,6,79,5,50,No,Low,47.7,Fail
852,Female,17,8,8,78,0,69,Yes,High,94.0,Excellent
853,Male,20,2,4,98,3,43,No,Low,62.6,Average
854,Male,20,7,4,71,9,44,Yes,Medium,63.9,Average
855,Male,17,9,4,74,4,40,No,Low,74.2,Good
856,Male,18,1,6,90,6,66,Yes,Low,54.4,Average
857,Male,18,8,6,73,4,67,Yes,Low,87.7,Excellent
858,Male,20,7,5,70,0,68,Yes,High,92.2,Excellent
859,Female,17,6,5,85,6,57,Yes,Low,74.3,Good
860,Male,18,6,4,86,7,51,No,Low,81.2,Excellent
861,Female,17,6,8,70,6,52,Yes,Medium,65.8,Good
862,Male,17,9,5,97,3,80,No,Low,107.1,Excellent
863,Female,17,2,5,93,7,41,Yes,Low,60.3,Average
864,Female,21,1,6,78,4,76,No,Low,63.8,Average
865,Female,17,6,8,65,9,84,Yes,Low,92.1,Excellent
866,Male,21,8,4,97,8,55,Yes,Medium,96.1,Excellent
867,Male,20,3,5,87,9,87,No,Medium,83.9,Excellent
868,Female,18,1,8,60,4,63,Yes,High,52.2,Average
869,Male,18,9,8,94,0,74,Yes,Low,103.8,Excellent
870,Female,18,1,4,99,8,61,No,High,58.1,Average
871,Male,18,3,8,67,4,75,Yes,High,56.1,Average
872,Female,18,8,8,66,5,50,No,Low,75.8,Good
873,Female,18,3,8,70,3,94,Yes,Medium,75.6,Good
874,Male,18,4,5,98,5,85,No,Medium,75.4,Good
875,Female,20,8,4,63,7,68,No,Low,90.1,Excellent
876,Male,17,1,8,84,2,74,No,Low,49.8,Fail
877,Female,19,6,8,71,4,87,No,Medium,78.1,Good
878,Female,21,1,5,85,1,93,Yes,Low,66.7,Good
879,Male,19,1,4,97,1,54,Yes,Low,59.7,Average
880,Male,19,8,6,71,6,70,No,Low,84.3,Excellent
881,Male,17,4,5,96,9,81,Yes,Medium,90.2,Excellent
882,Female,17,1,4,83,9,80,Yes,High,65.9,Good
883,Male,17,7,8,75,9,82,Yes,High,86.3,Excellent
884,Female,18,5,4,72,5,55,No,Low,62.6,Average
885,Female,20,5,4,84,3,49,Yes,Medium,62.8,Average
886,Male,18,1,4,63,4,88,Yes,Low,66.1,Good
887,Male,20,6,6,70,0,71,No,Medium,71.4,Good
888,Female,20,9,4,91,6,90,Yes,Low,114.3,Excellent
889,Female,19,9,6,66,7,41,No,Medium,88.2,Excellent
890,Male,19,8,8,70,8,63,No,Medium,93.2,Excellent
891,Male,20,5,6,87,7,62,No,High,66.9,Good
892,Male,20,1,8,82,4,41,Yes,Low,48.0,Fail
893,Male,18,9,8,82,2,77,Yes,High,104.4,Excellent
894,Male,18,1,6,87,9,70,No,High,53.1,Average
895,Female,19,8,5,85,8,90,No,Medium,93.5,Excellent
896,Female,17,5,7,84,5,79,No,Low,75.8,Good
